id,j,j_err,history_id
172,0.0007691,0.00000079312,172
173,0.0007685,0.0000013444,173
174,0.0007698,0.0000010803,174
175,0.0007662,0.0000009768,175
176,0.0007583,0.00000051247,176
177,0.0007664,0.00000097902,177
178,0.0007594,0.00000052157,178
179,0.0007687,0.00000082958,179
180,0.0007603,0.00000054172,180
181,0.0007704,0.0000011207,181
182,0.0007604,0.0000005353,182
183,0.0007673,0.00000079992,183
184,0.0007597,0.00000050099,184
185,0.0007691,0.00000090742,185
186,0.0007586,0.00000051903,186
187,0.000766,0.0000010777,187
188,0.0007574,0.00000060052,188
189,0.000765,0.00000077166,189
190,0.0007565,0.00000066619,190
191,0.0007662,0.0000012723,191
192,0.0007564,0.00000065663,192
193,0.0007658,0.00000091615,193
194,0.0007571,0.00000057955,194
195,0.0007554,0.00000047718,195
196,0.0007542,0.00000043897,196
197,0.0007517,0.00000043614,197
198,0.00074266,0.00000047139,198
199,0.0007554,0.0000006612,199
200,0.0007524,0.0000010576,200
201,0.000756,0.00000076804,201
202,0.0007571,0.00000073589,202
203,0.0007514,0.00000079171,203
204,0.0007524,0.00000084288,204
205,0.0007515,0.00000062965,205
206,0.0007518,0.0000010196,206
207,0.0007495,0.00000083593,207
208,0.0007542,0.00000084377,208
209,0.0007547,0.00000045596,209
210,0.0007552,0.00000046325,210
211,0.0007529,0.00000042049,211
212,0.000751,0.00000047621,212
213,0.0007438,0.00000045258,213
214,0.002212,0.0000032215,214
215,0.0021685,0.0000025191,215
216,0.0021678,0.0000025726,216
217,0.0021672,0.0000024989,217
218,0.0021666,0.0000023225,218
219,0.0022088,0.0000027765,219
220,0.0021658,0.0000021975,220
221,0.0021656,0.0000022482,221
222,0.0021657,0.0000022583,222
223,0.0021662,0.0000022063,223
224,0.0022094,0.000002563,224
225,0.0021673,0.0000022393,225
226,0.002168,0.0000023357,226
227,0.0021686,0.0000023554,227
228,0.0022117,0.0000023198,228
229,0.0022122,0.0000027802,229
230,0.0022125,0.0000024276,230
231,0.0022127,0.0000025657,231
232,0.0021701,0.0000025453,232
233,0.0022123,0.0000025563,233
234,0.0022302,0.0000022251,234
235,0.0022247,0.0000013509,235
236,0.0022231,0.0000016219,236
237,0.0022276,0.0000018393,237
238,0.0022332,0.0000020895,238
239,0.0022347,0.0000026068,239
240,0.0022297,0.0000037517,240
241,0.002229,0.0000018723,241
242,0.002223,0.0000015246,242
243,0.0022238,0.0000021974,243
244,0.0022318,0.0000025054,244
245,0.0022362,0.000003654,245
246,0.0022576,0.0000018036,246
247,0.0022539,0.000001269,247
248,0.0022546,0.0000017069,248
249,0.0022596,0.0000024779,249
250,0.0022634,0.0000022157,250
251,0.0022627,0.0000018601,251
252,0.0022609,0.000002924,252
253,0.0022607,0.0000014666,253
254,0.0022476,0.0000017778,254
255,0.0022563,0.0000022207,255
256,0.0022696,0.0000046811,256
257,0.0022567,0.0000017038,257
258,0.0022904,0.0000017908,258
259,0.0022853,0.0000015235,259
260,0.0022846,0.0000019844,260
261,0.0022896,0.0000022535,261
262,0.0022956,0.0000019259,262
263,0.002286,0.0000025829,263
264,0.0022829,0.0000015185,264
265,0.0022888,0.0000033799,265
266,0.0022926,0.0000029444,266
267,0.0022942,0.0000027446,267
268,0.0010003,0.0000006221,268
269,0.0009932,0.00000070753,269
270,0.000979,0.00000077791,270
271,0.000971,0.00000070874,271
272,0.0009782,0.00000065953,272
273,0.0009924,0.00000064164,273
274,0.0009963,0.00000077537,274
275,0.0009982,0.00000083353,275
276,0.0009881,0.000001354,276
277,0.0009735,0.00000080785,277
278,0.0009735,0.0000010793,278
279,0.0009845,0.00000091915,279
280,0.0010086,0.00000074881,280
281,0.0009992,0.00000054934,281
282,0.0009839,0.00000074924,282
283,0.0009774,0.00000076736,283
284,0.0009869,0.00000068299,284
285,0.0010021,0.0000008484,285
286,0.0010055,0.0000011902,286
287,0.0010053,0.00000076165,287
288,0.000993,0.00000068826,288
289,0.0009791,0.0000012418,289
290,0.0009815,0.00000076444,290
291,0.0009937,0.0000012061,291
292,0.0010162,0.00000064391,292
293,0.0010067,0.00000058629,293
294,0.0009906,0.00000062761,294
295,0.0009832,0.00000072588,295
296,0.0009927,0.00000079743,296
297,0.0010088,0.00000076473,297
298,0.0010136,0.00000075815,298
299,0.0010132,0.00000087021,299
300,0.0009991,0.00000083428,300
301,0.0009863,0.00000073644,301
302,0.0009873,0.0000011825,302
303,0.0009987,0.0000013384,303
304,0.0010234,0.00000082564,304
305,0.0010145,0.0000006219,305
306,0.0009985,0.00000071329,306
307,0.0009906,0.000000791,307
308,0.0009893,0.00000074928,308
309,0.0010051,0.0000008947,309
310,0.0010081,0.000001357,310
311,0.0010106,0.00000072422,311
312,0.0009978,0.00000095714,312
313,0.0009835,0.00000085889,313
314,0.0009829,0.0000011874,314
315,0.0009976,0.0000010776,315
316,0.0051191,0.0000102,316
317,0.0051191,0.0000102,317
318,0.0051191,0.0000102,318
319,0.0051191,0.0000102,319
320,0.0051191,0.0000102,320
321,0.0051191,0.0000102,321
322,0.0051191,0.0000102,322
323,0.0051191,0.0000102,323
324,0.0051191,0.0000102,324
325,0.0051191,0.0000102,325
326,0.0051191,0.0000102,326
327,0.0048963,0.00000010943,327
328,0.0049011,0.0000001151,328
329,0.0049027,0.00000011424,329
330,0.0049004,0.00000011067,330
331,0.0048953,0.00000010754,331
332,0.0048895,0.00000010845,332
333,0.0048847,0.0000001144,333
334,0.0048831,0.00000011193,334
335,0.0048854,0.00000011295,335
336,0.0048905,0.00000010871,336
337,0.0048935,0.00000011272,337
338,0.0048992,0.00000011465,338
339,0.0049019,0.00000011046,339
340,0.0049015,0.00000010756,340
341,0.0048983,0.00000011096,341
342,0.0048923,0.00000011087,342
343,0.0048866,0.00000011266,343
344,0.0048839,0.00000011025,344
345,0.0048843,0.00000010858,345
346,0.0048875,0.000000112,346
347,0.000767507,0.000000711426,347
348,0.000760755,0.000760755,348
349,0.000764099,0.000764099,349
350,0.000768056,0.000768056,350
351,0.000768229,0.000768229,351
352,0.000764884,0.000764884,352
353,0.000760927,0.000760927,353
354,0.000758845,0.000000633542,354
355,0.000760452,0.000000713854,355
356,0.000763732,0.000000654959,356
357,0.000769074,0.000000687569,357
358,0.000767409,0.000000678006,358
359,0.000765081,0.000765081,359
360,0.000761953,0.000761953,360
361,0.000768571,0.000000660049,361
362,0.000766074,0.000000662931,362
363,0.000767071,0.000767071,363
364,0.000767791,0.000767791,364
365,0.000761233,0.000761233,365
366,0.000763942,0.000763942,366
367,0.00076497,0.000000666738,367
368,0.000765123,0.000000724043,368
369,0.000760295,0.000000637578,369
370,0.00076241,0.000000687876,370
371,0.00076395,0.00076395,371
372,0.000762871,0.000762871,372
373,0.000760539,0.000760539,373
374,0.000761066,0.000761066,374
375,0.000761617,0.000761617,375
376,0.000763423,0.000763423,376
377,0.000762683,0.000000686881,377
378,0.000761778,0.000000738457,378
379,0.000763893,0.000000677895,379
380,0.000763402,0.000000732574,380
381,0.000763646,0.000000757512,381
382,0.000758176,0.000000694578,382
383,0.000750138,0.000750138,383
384,0.000749215,0.000749215,384
385,0.000753124,0.000753124,385
386,0.000751543,0.000751543,386
387,0.000753955,0.000753955,387
388,0.000754088,0.000754088,388
389,0.000754576,0.000000677904,389
390,0.000753863,0.000000695272,390
391,0.000751917,0.000000631409,391
392,0.000751688,0.000000594421,392
393,0.000747915,0.000000664227,393
394,0.000749516,0.000000616109,394
395,0.000751089,0.000000622596,395
396,0.000750296,0.000000644293,396
397,0.000753776,0.000000685028,397
398,0.000752921,0.000000732221,398
399,0.00078643,0.00078643,399
400,0.000788352,0.000788352,400
401,0.000782318,0.000782318,401
402,0.000779914,0.000779914,402
403,0.000785948,0.000785948,403
404,0.000781836,0.000781836,404
405,0.000778434,0.000000695165,405
406,0.000785851,0.000000672752,406
407,0.000787043,0.000000707408,407
408,0.00078403,0.000000756653,408
409,0.000787109,0.000000778233,409
410,0.000782335,0.000000752818,410
411,0.000788875,0.000788875,411
412,0.000793085,0.000793085,412
413,0.000792188,0.000792188,413
414,0.00078755,0.00078755,414
415,0.00078334,0.00078334,415
416,0.000784237,0.000784237,416
417,0.000785187,0.000000851025,417
418,0.000794672,0.000000730434,418
419,0.000793008,0.000000722546,419
420,0.00078166,0.000000718763,420
421,0.000787499,0.000000830208,421
422,0.000787834,0.000000805424,422
423,0.000793768,0.000793768,423
424,0.000795367,0.000795367,424
425,0.000794831,0.000794831,425
426,0.00079243,0.00079243,426
427,0.000791367,0.000791367,427
428,0.000790831,0.000790831,428
429,0.000797951,0.000000836341,429
430,0.000789316,0.000000784397,430
431,0.000794236,0.000000763648,431
432,0.000791079,0.000000878741,432
433,0.000796312,0.000000792225,433
434,0.000790259,0.000000733502,434
435,0.000822311,0.000822311,435
436,0.000820892,0.000820892,436
437,0.000821244,0.000821244,437
438,0.000822857,0.000822857,438
439,0.000822644,0.000000817246,439
440,0.000820186,0.000000775515,440
441,0.000823818,0.00000080256,441
442,0.000822136,0.000000768146,442
443,0.000821324,0.000000836915,443
444,0.000825693,0.000000809016,444
445,0.000764639,0.000000688113,445
446,0.000769995,0.000769995,446
447,0.000768905,0.000768905,447
448,0.000760568,0.000760568,448
449,0.000763915,0.000763915,449
450,0.000770925,0.000000690198,450
451,0.000766648,0.000766648,451
452,0.000767491,0.000000790683,452
453,0.000754617,0.000000680545,453
454,0.000768428,0.000000699172,454
455,0.000761657,0.000761657,455
456,0.000766917,0.000000762044,456
457,0.000766439,0.000766439,457
458,0.000737004,0.000737004,458
459,0.000737925,0.000737925,459
460,0.000752264,0.000752264,460
461,0.00076736,0.00076736,461
462,0.0007604,0.000000722762,462
463,0.000763034,0.000000784226,463
464,0.000754592,0.000000681055,464
465,0.000762935,0.000000813926,465
466,0.000717208,0.000000656798,466
467,0.000757301,0.000000707029,467
468,0.00074998,0.00074998,468
469,0.000747383,0.000747383,469
470,0.000746245,0.000746245,470
471,0.00074743,0.00074743,471
472,0.000750346,0.000750346,472
473,0.000753535,0.000753535,473
474,0.000756132,0.000756132,474
475,0.00075727,0.00075727,475
476,0.000756085,0.000756085,476
477,0.000753169,0.000753169,477
478,0.000750774,0.000000690169,478
479,0.000753536,0.0000006923,479
480,0.00074468,0.000000715076,480
481,0.000735171,0.00000104162,481
482,0.000758005,0.000000708648,482
483,0.000753176,0.000000736902,483
484,0.00075252,0.000000734194,484
485,0.000751306,0.000000725868,485
486,0.000751989,0.000000713849,486
487,0.000760364,0.000000744807,487
488,0.000744383,0.000000982463,488
489,0.000743804,0.000743804,489
490,0.000745462,0.000000850872,490
491,0.000740322,0.000000709517,491
492,0.000742696,0.000000722589,492
493,0.00074242,0.000000732634,493
494,0.000738931,0.000000796422,494
495,0.000745417,0.000000679111,495
496,0.000748618,0.000000700624,496
497,0.000744399,0.000000729106,497
498,0.000744302,0.000000668689,498
499,0.000743356,0.000743356,499
500,0.000742332,0.000742332,500
501,0.000745261,0.000745261,501
502,0.000744455,0.000744455,502
503,0.000744827,0.000744827,503
504,0.000745411,0.000745411,504
