id,position,x,y,z,is_degas,extraction_id,"load_identifier"
533,115,NULL,NULL,NULL,NULL,1109,NULL
534,117,NULL,NULL,NULL,NULL,1110,NULL
535,127,NULL,NULL,NULL,NULL,1111,NULL
536,126,NULL,NULL,NULL,NULL,1112,NULL
537,133,NULL,NULL,NULL,NULL,1113,NULL
538,123,NULL,NULL,NULL,NULL,1114,NULL
539,128,NULL,NULL,NULL,NULL,1115,NULL
540,125,NULL,NULL,NULL,NULL,1116,NULL
541,130,NULL,NULL,NULL,NULL,1117,NULL
542,120,NULL,NULL,NULL,NULL,1118,NULL
543,124,NULL,NULL,NULL,NULL,1119,NULL
544,121,NULL,NULL,NULL,NULL,1120,NULL
545,129,NULL,NULL,NULL,NULL,1121,NULL
546,132,NULL,NULL,NULL,NULL,1122,NULL
547,119,NULL,NULL,NULL,NULL,1123,NULL
548,131,NULL,NULL,NULL,NULL,1124,NULL
549,122,NULL,NULL,NULL,NULL,1125,NULL
550,135,NULL,NULL,NULL,NULL,1127,NULL
551,139,NULL,NULL,NULL,NULL,1128,NULL
552,140,NULL,NULL,NULL,NULL,1129,NULL
553,138,NULL,NULL,NULL,NULL,1130,NULL
554,134,NULL,NULL,NULL,NULL,1131,NULL
555,136,NULL,NULL,NULL,NULL,1132,NULL
556,137,NULL,NULL,NULL,NULL,1133,NULL
557,141,NULL,NULL,NULL,NULL,1134,NULL
558,142,NULL,NULL,NULL,NULL,1135,NULL
559,143,NULL,NULL,NULL,NULL,1136,NULL
560,144,NULL,NULL,NULL,NULL,1138,NULL
561,145,NULL,NULL,NULL,NULL,1139,NULL
562,146,NULL,NULL,NULL,NULL,1140,NULL
563,147,NULL,NULL,NULL,NULL,1141,NULL
564,148,NULL,NULL,NULL,NULL,1143,NULL
565,149,NULL,NULL,NULL,NULL,1144,NULL
566,150,NULL,NULL,NULL,NULL,1145,NULL
567,151,NULL,NULL,NULL,NULL,1146,NULL
568,152,NULL,NULL,NULL,NULL,1147,NULL
569,153,NULL,NULL,NULL,NULL,1148,NULL
570,154,NULL,NULL,NULL,NULL,1149,NULL
571,155,NULL,NULL,NULL,NULL,1150,NULL
572,4,NULL,NULL,NULL,NULL,1151,NULL
573,3,NULL,NULL,NULL,NULL,1155,NULL
574,2,NULL,NULL,NULL,NULL,1159,NULL
575,7,NULL,NULL,NULL,NULL,1163,NULL
576,1,NULL,NULL,NULL,NULL,1167,NULL
577,5,NULL,NULL,NULL,NULL,1171,NULL
578,6,NULL,NULL,NULL,NULL,1172,NULL
579,22,NULL,NULL,NULL,NULL,1175,NULL
580,21,NULL,NULL,NULL,NULL,1179,NULL
581,16,NULL,NULL,NULL,NULL,1181,NULL
582,15,NULL,NULL,NULL,NULL,1183,NULL
583,9,NULL,NULL,NULL,NULL,1184,NULL
584,13,NULL,NULL,NULL,NULL,1186,NULL
585,12,NULL,NULL,NULL,NULL,1190,NULL
586,14,NULL,NULL,NULL,NULL,1194,NULL
587,8,NULL,NULL,NULL,NULL,1197,NULL
588,20,NULL,NULL,NULL,NULL,1200,NULL
589,10,NULL,NULL,NULL,NULL,1202,NULL
590,19,NULL,NULL,NULL,NULL,1203,NULL
591,11,NULL,NULL,NULL,NULL,1205,NULL
592,18,NULL,NULL,NULL,NULL,1207,NULL
593,17,NULL,NULL,NULL,NULL,1208,NULL
594,26,NULL,NULL,NULL,NULL,1210,NULL
595,23,NULL,NULL,NULL,NULL,1212,NULL
596,24,NULL,NULL,NULL,NULL,1213,NULL
597,25,NULL,NULL,NULL,NULL,1216,NULL
598,28,NULL,NULL,NULL,NULL,1217,NULL
599,29,NULL,NULL,NULL,NULL,1218,NULL
600,27,NULL,NULL,NULL,NULL,1219,NULL
601,31,NULL,NULL,NULL,NULL,1222,NULL
602,41,NULL,NULL,NULL,NULL,1223,NULL
603,39,NULL,NULL,NULL,NULL,1224,NULL
604,37,NULL,NULL,NULL,NULL,1225,NULL
605,30,NULL,NULL,NULL,NULL,1228,NULL
606,36,NULL,NULL,NULL,NULL,1229,NULL
607,44,NULL,NULL,NULL,NULL,1230,NULL
608,34,NULL,NULL,NULL,NULL,1231,NULL
609,40,NULL,NULL,NULL,NULL,1232,NULL
610,32,NULL,NULL,NULL,NULL,1233,NULL
611,42,NULL,NULL,NULL,NULL,1235,NULL
612,33,NULL,NULL,NULL,NULL,1236,NULL
613,35,NULL,NULL,NULL,NULL,1237,NULL
614,43,NULL,NULL,NULL,NULL,1238,NULL
615,38,NULL,NULL,NULL,NULL,1239,NULL
616,51,NULL,NULL,NULL,NULL,1241,NULL
617,48,NULL,NULL,NULL,NULL,1242,NULL
618,46,NULL,NULL,NULL,NULL,1243,NULL
619,47,NULL,NULL,NULL,NULL,1244,NULL
620,50,NULL,NULL,NULL,NULL,1246,NULL
621,49,NULL,NULL,NULL,NULL,1247,NULL
622,45,NULL,NULL,NULL,NULL,1248,NULL
623,59,NULL,NULL,NULL,NULL,1249,NULL
624,65,NULL,NULL,NULL,NULL,1250,NULL
625,61,NULL,NULL,NULL,NULL,1251,NULL
626,55,NULL,NULL,NULL,NULL,1252,NULL
627,57,NULL,NULL,NULL,NULL,1253,NULL
628,63,NULL,NULL,NULL,NULL,1254,NULL
629,62,NULL,NULL,NULL,NULL,1255,NULL
630,60,NULL,NULL,NULL,NULL,1256,NULL
631,58,NULL,NULL,NULL,NULL,1257,NULL
632,53,NULL,NULL,NULL,NULL,1258,NULL
633,54,NULL,NULL,NULL,NULL,1259,NULL
634,64,NULL,NULL,NULL,NULL,1260,NULL
635,56,NULL,NULL,NULL,NULL,1261,NULL
636,66,NULL,NULL,NULL,NULL,1262,NULL
637,52,NULL,NULL,NULL,NULL,1263,NULL
638,68,NULL,NULL,NULL,NULL,1264,NULL
639,72,NULL,NULL,NULL,NULL,1265,NULL
640,67,NULL,NULL,NULL,NULL,1266,NULL
641,71,NULL,NULL,NULL,NULL,1267,NULL
642,73,NULL,NULL,NULL,NULL,1268,NULL
643,70,NULL,NULL,NULL,NULL,1269,NULL
644,69,NULL,NULL,NULL,NULL,1270,NULL
645,79,NULL,NULL,NULL,NULL,1271,NULL
646,88,NULL,NULL,NULL,NULL,1272,NULL
647,76,NULL,NULL,NULL,NULL,1273,NULL
648,81,NULL,NULL,NULL,NULL,1274,NULL
649,74,NULL,NULL,NULL,NULL,1275,NULL
650,77,NULL,NULL,NULL,NULL,1276,NULL
651,85,NULL,NULL,NULL,NULL,1277,NULL
652,87,NULL,NULL,NULL,NULL,1278,NULL
653,86,NULL,NULL,NULL,NULL,1279,NULL
654,75,NULL,NULL,NULL,NULL,1280,NULL
655,80,NULL,NULL,NULL,NULL,1281,NULL
656,82,NULL,NULL,NULL,NULL,1282,NULL
657,84,NULL,NULL,NULL,NULL,1283,NULL
658,83,NULL,NULL,NULL,NULL,1284,NULL
659,78,NULL,NULL,NULL,NULL,1285,NULL
660,94,NULL,NULL,NULL,NULL,1286,NULL
661,90,NULL,NULL,NULL,NULL,1287,NULL
662,89,NULL,NULL,NULL,NULL,1288,NULL
663,95,NULL,NULL,NULL,NULL,1289,NULL
664,91,NULL,NULL,NULL,NULL,1290,NULL
665,92,NULL,NULL,NULL,NULL,1291,NULL
666,93,NULL,NULL,NULL,NULL,1292,NULL
667,109,NULL,NULL,NULL,NULL,1293,NULL
668,107,NULL,NULL,NULL,NULL,1294,NULL
669,105,NULL,NULL,NULL,NULL,1295,NULL
670,108,NULL,NULL,NULL,NULL,1296,NULL
671,110,NULL,NULL,NULL,NULL,1297,NULL
672,103,NULL,NULL,NULL,NULL,1298,NULL
673,99,NULL,NULL,NULL,NULL,1299,NULL
674,106,NULL,NULL,NULL,NULL,1300,NULL
675,98,NULL,NULL,NULL,NULL,1301,NULL
676,100,NULL,NULL,NULL,NULL,1302,NULL
677,96,NULL,NULL,NULL,NULL,1303,NULL
678,104,NULL,NULL,NULL,NULL,1304,NULL
679,97,NULL,NULL,NULL,NULL,1305,NULL
680,101,NULL,NULL,NULL,NULL,1306,NULL
681,102,NULL,NULL,NULL,NULL,1307,NULL
682,113,NULL,NULL,NULL,NULL,1308,NULL
683,116,NULL,NULL,NULL,NULL,1309,NULL
684,112,NULL,NULL,NULL,NULL,1310,NULL
685,117,NULL,NULL,NULL,NULL,1311,NULL
686,115,NULL,NULL,NULL,NULL,1312,NULL
687,118,NULL,NULL,NULL,NULL,1313,NULL
688,114,NULL,NULL,NULL,NULL,1314,NULL
689,121,NULL,NULL,NULL,NULL,1315,NULL
690,125,NULL,NULL,NULL,NULL,1316,NULL
691,124,NULL,NULL,NULL,NULL,1317,NULL
692,126,NULL,NULL,NULL,NULL,1318,NULL
693,131,NULL,NULL,NULL,NULL,1319,NULL
694,120,NULL,NULL,NULL,NULL,1320,NULL
695,133,NULL,NULL,NULL,NULL,1321,NULL
696,129,NULL,NULL,NULL,NULL,1322,NULL
697,122,NULL,NULL,NULL,NULL,1323,NULL
698,128,NULL,NULL,NULL,NULL,1324,NULL
699,127,NULL,NULL,NULL,NULL,1325,NULL
700,132,NULL,NULL,NULL,NULL,1326,NULL
701,119,NULL,NULL,NULL,NULL,1327,NULL
702,130,NULL,NULL,NULL,NULL,1328,NULL
703,123,NULL,NULL,NULL,NULL,1329,NULL
704,134,NULL,NULL,NULL,NULL,1331,NULL
705,138,NULL,NULL,NULL,NULL,1332,NULL
706,140,NULL,NULL,NULL,NULL,1333,NULL
707,136,NULL,NULL,NULL,NULL,1334,NULL
708,137,NULL,NULL,NULL,NULL,1335,NULL
709,139,NULL,NULL,NULL,NULL,1336,NULL
710,135,NULL,NULL,NULL,NULL,1337,NULL
711,154,NULL,NULL,NULL,NULL,1338,NULL
712,144,NULL,NULL,NULL,NULL,1339,NULL
713,145,NULL,NULL,NULL,NULL,1340,NULL
714,152,NULL,NULL,NULL,NULL,1341,NULL
715,142,NULL,NULL,NULL,NULL,1342,NULL
716,146,NULL,NULL,NULL,NULL,1343,NULL
717,147,NULL,NULL,NULL,NULL,1344,NULL
718,148,NULL,NULL,NULL,NULL,1345,NULL
719,141,NULL,NULL,NULL,NULL,1346,NULL
720,143,NULL,NULL,NULL,NULL,1347,NULL
721,149,NULL,NULL,NULL,NULL,1348,NULL
722,151,NULL,NULL,NULL,NULL,1349,NULL
723,150,NULL,NULL,NULL,NULL,1350,NULL
724,155,NULL,NULL,NULL,NULL,1351,NULL
725,153,NULL,NULL,NULL,NULL,1352,NULL
726,159,NULL,NULL,NULL,NULL,1353,NULL
727,160,NULL,NULL,NULL,NULL,1354,NULL
728,157,NULL,NULL,NULL,NULL,1355,NULL
729,162,NULL,NULL,NULL,NULL,1356,NULL
730,156,NULL,NULL,NULL,NULL,1357,NULL
731,158,NULL,NULL,NULL,NULL,1358,NULL
732,161,NULL,NULL,NULL,NULL,1359,NULL
733,175,NULL,NULL,NULL,NULL,1360,NULL
734,169,NULL,NULL,NULL,NULL,1361,NULL
735,171,NULL,NULL,NULL,NULL,1362,NULL
736,173,NULL,NULL,NULL,NULL,1363,NULL
737,176,NULL,NULL,NULL,NULL,1364,NULL
738,164,NULL,NULL,NULL,NULL,1365,NULL
739,166,NULL,NULL,NULL,NULL,1366,NULL
740,165,NULL,NULL,NULL,NULL,1367,NULL
741,170,NULL,NULL,NULL,NULL,1368,NULL
742,163,NULL,NULL,NULL,NULL,1369,NULL
743,172,NULL,NULL,NULL,NULL,1370,NULL
744,167,NULL,NULL,NULL,NULL,1371,NULL
745,177,NULL,NULL,NULL,NULL,1372,NULL
746,168,NULL,NULL,NULL,NULL,1373,NULL
747,174,NULL,NULL,NULL,NULL,1374,NULL
748,182,NULL,NULL,NULL,NULL,1375,NULL
749,182,NULL,NULL,NULL,NULL,1381,NULL
750,179,NULL,NULL,NULL,NULL,1383,NULL
751,180,NULL,NULL,NULL,NULL,1388,NULL
752,181,NULL,NULL,NULL,NULL,1389,NULL
753,183,NULL,NULL,NULL,NULL,1390,NULL
754,184,NULL,NULL,NULL,NULL,1391,NULL
755,192,NULL,NULL,NULL,NULL,1392,NULL
756,193,NULL,NULL,NULL,NULL,1394,NULL
757,194,NULL,NULL,NULL,NULL,1395,NULL
758,195,NULL,NULL,NULL,NULL,1397,NULL
759,196,NULL,NULL,NULL,NULL,1398,NULL
760,197,NULL,NULL,NULL,NULL,1399,NULL
761,198,NULL,NULL,NULL,NULL,1400,NULL
762,199,NULL,NULL,NULL,NULL,1402,NULL
763,200,NULL,NULL,NULL,NULL,1403,NULL
764,201,NULL,NULL,NULL,NULL,1404,NULL
765,202,NULL,NULL,NULL,NULL,1405,NULL
766,203,NULL,NULL,NULL,NULL,1407,NULL
767,204,NULL,NULL,NULL,NULL,1408,NULL
768,205,NULL,NULL,NULL,NULL,1409,NULL
769,206,NULL,NULL,NULL,NULL,1410,NULL
770,186,NULL,NULL,NULL,NULL,1412,NULL
771,187,NULL,NULL,NULL,NULL,1413,NULL
772,188,NULL,NULL,NULL,NULL,1414,NULL
773,189,NULL,NULL,NULL,NULL,1415,NULL
774,190,NULL,NULL,NULL,NULL,1416,NULL
775,191,NULL,NULL,NULL,NULL,1417,NULL
776,207,NULL,NULL,NULL,NULL,1418,NULL
777,208,NULL,NULL,NULL,NULL,1419,NULL
778,209,NULL,NULL,NULL,NULL,1420,NULL
779,210,NULL,NULL,NULL,NULL,1421,NULL
780,211,NULL,NULL,NULL,NULL,1423,NULL
781,212,NULL,NULL,NULL,NULL,1424,NULL
782,213,NULL,NULL,NULL,NULL,1425,NULL
783,214,NULL,NULL,NULL,NULL,1426,NULL
784,215,NULL,NULL,NULL,NULL,1428,NULL
785,216,NULL,NULL,NULL,NULL,1429,NULL
786,217,NULL,NULL,NULL,NULL,1430,NULL
787,218,NULL,NULL,NULL,NULL,1431,NULL
788,219,NULL,NULL,NULL,NULL,1432,NULL
789,220,NULL,NULL,NULL,NULL,1433,NULL
790,221,NULL,NULL,NULL,NULL,1434,NULL
791,1,NULL,NULL,NULL,NULL,1435,NULL
792,2,NULL,NULL,NULL,NULL,1455,NULL
793,3,NULL,NULL,NULL,NULL,1472,NULL
794,4,NULL,NULL,NULL,NULL,1491,NULL
795,5,NULL,NULL,NULL,NULL,1508,NULL
796,6,NULL,NULL,NULL,NULL,1523,NULL
797,1,NULL,NULL,NULL,NULL,1538,NULL
798,2,NULL,NULL,NULL,NULL,1543,NULL
799,3,NULL,NULL,NULL,NULL,1544,NULL
800,4,NULL,NULL,NULL,NULL,1545,NULL
801,5,NULL,NULL,NULL,NULL,1547,NULL
802,6,NULL,NULL,NULL,NULL,1548,NULL
803,7,NULL,NULL,NULL,NULL,1549,NULL
804,8,NULL,NULL,NULL,NULL,1550,NULL
805,9,NULL,NULL,NULL,NULL,1552,NULL
806,10,NULL,NULL,NULL,NULL,1553,NULL
807,11,NULL,NULL,NULL,NULL,1554,NULL
808,12,NULL,NULL,NULL,NULL,1555,NULL
809,13,NULL,NULL,NULL,NULL,1557,NULL
810,14,NULL,NULL,NULL,NULL,1558,NULL
811,15,NULL,NULL,NULL,NULL,1559,NULL
812,16,NULL,NULL,NULL,NULL,1560,NULL
813,17,NULL,NULL,NULL,NULL,1562,NULL
814,18,NULL,NULL,NULL,NULL,1564,NULL
815,19,NULL,NULL,NULL,NULL,1565,NULL
816,20,NULL,NULL,NULL,NULL,1566,NULL
817,21,NULL,NULL,NULL,NULL,1567,NULL
818,22,NULL,NULL,NULL,NULL,1569,NULL
819,23,NULL,NULL,NULL,NULL,1570,NULL
820,24,NULL,NULL,NULL,NULL,1571,NULL
821,25,NULL,NULL,NULL,NULL,1573,NULL
822,26,NULL,NULL,NULL,NULL,1574,NULL
823,27,NULL,NULL,NULL,NULL,1575,NULL
824,28,NULL,NULL,NULL,NULL,1576,NULL
825,29,NULL,NULL,NULL,NULL,1578,NULL
826,30,NULL,NULL,NULL,NULL,1579,NULL
827,31,NULL,NULL,NULL,NULL,1580,NULL
828,32,NULL,NULL,NULL,NULL,1581,NULL
829,33,NULL,NULL,NULL,NULL,1583,NULL
830,34,NULL,NULL,NULL,NULL,1584,NULL
831,35,NULL,NULL,NULL,NULL,1585,NULL
832,36,NULL,NULL,NULL,NULL,1586,NULL
833,7,NULL,NULL,NULL,NULL,1588,NULL
834,8,NULL,NULL,NULL,NULL,1598,NULL
835,9,NULL,NULL,NULL,NULL,1608,NULL
836,10,NULL,NULL,NULL,NULL,1622,NULL
837,11,NULL,NULL,NULL,NULL,1638,NULL
838,12,NULL,NULL,NULL,NULL,1657,NULL
839,37,NULL,NULL,NULL,NULL,1673,NULL
840,38,NULL,NULL,NULL,NULL,1674,NULL
841,39,NULL,NULL,NULL,NULL,1675,NULL
842,40,NULL,NULL,NULL,NULL,1676,NULL
843,41,NULL,NULL,NULL,NULL,1678,NULL
844,42,NULL,NULL,NULL,NULL,1679,NULL
845,43,NULL,NULL,NULL,NULL,1680,NULL
846,44,NULL,NULL,NULL,NULL,1681,NULL
847,45,NULL,NULL,NULL,NULL,1682,NULL
848,46,NULL,NULL,NULL,NULL,1684,NULL
849,47,NULL,NULL,NULL,NULL,1685,NULL
850,48,NULL,NULL,NULL,NULL,1686,NULL
851,49,NULL,NULL,NULL,NULL,1687,NULL
852,50,NULL,NULL,NULL,NULL,1689,NULL
853,51,NULL,NULL,NULL,NULL,1690,NULL
854,52,NULL,NULL,NULL,NULL,1691,NULL
855,53,NULL,NULL,NULL,NULL,1693,NULL
856,54,NULL,NULL,NULL,NULL,1694,NULL
857,55,NULL,NULL,NULL,NULL,1695,NULL
858,56,NULL,NULL,NULL,NULL,1696,NULL
859,57,NULL,NULL,NULL,NULL,1698,NULL
860,58,NULL,NULL,NULL,NULL,1699,NULL
861,59,NULL,NULL,NULL,NULL,1700,NULL
862,60,NULL,NULL,NULL,NULL,1701,NULL
863,61,NULL,NULL,NULL,NULL,1703,NULL
864,62,NULL,NULL,NULL,NULL,1704,NULL
865,63,NULL,NULL,NULL,NULL,1705,NULL
866,64,NULL,NULL,NULL,NULL,1706,NULL
867,65,NULL,NULL,NULL,NULL,1708,NULL
868,66,NULL,NULL,NULL,NULL,1709,NULL
869,67,NULL,NULL,NULL,NULL,1710,NULL
870,68,NULL,NULL,NULL,NULL,1711,NULL
871,69,NULL,NULL,NULL,NULL,1713,NULL
872,70,NULL,NULL,NULL,NULL,1714,NULL
873,71,NULL,NULL,NULL,NULL,1715,NULL
874,72,NULL,NULL,NULL,NULL,1716,NULL
875,13,NULL,NULL,NULL,NULL,1718,NULL
876,14,NULL,NULL,NULL,NULL,1733,NULL
877,15,NULL,NULL,NULL,NULL,1748,NULL
878,16,NULL,NULL,NULL,NULL,1764,NULL
879,17,NULL,NULL,NULL,NULL,1779,NULL
880,1,NULL,NULL,NULL,NULL,1796,NULL
881,73,NULL,NULL,NULL,NULL,1809,NULL
882,74,NULL,NULL,NULL,NULL,1810,NULL
883,75,NULL,NULL,NULL,NULL,1811,NULL
884,76,NULL,NULL,NULL,NULL,1812,NULL
885,77,NULL,NULL,NULL,NULL,1814,NULL
886,78,NULL,NULL,NULL,NULL,1815,NULL
887,79,NULL,NULL,NULL,NULL,1816,NULL
888,80,NULL,NULL,NULL,NULL,1817,NULL
889,81,NULL,NULL,NULL,NULL,1819,NULL
890,82,NULL,NULL,NULL,NULL,1820,NULL
891,83,NULL,NULL,NULL,NULL,1821,NULL
892,84,NULL,NULL,NULL,NULL,1822,NULL
893,85,NULL,NULL,NULL,NULL,1824,NULL
894,86,NULL,NULL,NULL,NULL,1825,NULL
895,87,NULL,NULL,NULL,NULL,1826,NULL
896,88,NULL,NULL,NULL,NULL,1827,NULL
897,89,NULL,NULL,NULL,NULL,1829,NULL
898,90,NULL,NULL,NULL,NULL,1830,NULL
899,91,NULL,NULL,NULL,NULL,1831,NULL
900,92,NULL,NULL,NULL,NULL,1832,NULL
901,93,NULL,NULL,NULL,NULL,1834,NULL
902,94,NULL,NULL,NULL,NULL,1835,NULL
903,95,NULL,NULL,NULL,NULL,1836,NULL
904,96,NULL,NULL,NULL,NULL,1837,NULL
905,97,NULL,NULL,NULL,NULL,1839,NULL
906,98,NULL,NULL,NULL,NULL,1840,NULL
907,99,NULL,NULL,NULL,NULL,1841,NULL
908,100,NULL,NULL,NULL,NULL,1842,NULL
909,101,NULL,NULL,NULL,NULL,1844,NULL
910,102,NULL,NULL,NULL,NULL,1845,NULL
911,103,NULL,NULL,NULL,NULL,1846,NULL
912,104,NULL,NULL,NULL,NULL,1847,NULL
913,105,NULL,NULL,NULL,NULL,1849,NULL
914,106,NULL,NULL,NULL,NULL,1850,NULL
915,107,NULL,NULL,NULL,NULL,1851,NULL
916,108,NULL,NULL,NULL,NULL,1852,NULL
917,2,NULL,NULL,NULL,NULL,1854,NULL
918,4,NULL,NULL,NULL,NULL,1880,NULL
919,5,NULL,NULL,NULL,NULL,1893,NULL
920,1,NULL,NULL,NULL,NULL,1905,NULL
921,109,NULL,NULL,NULL,NULL,1924,NULL
922,110,NULL,NULL,NULL,NULL,1925,NULL
923,111,NULL,NULL,NULL,NULL,1926,NULL
924,112,NULL,NULL,NULL,NULL,1927,NULL
925,113,NULL,NULL,NULL,NULL,1929,NULL
926,114,NULL,NULL,NULL,NULL,1930,NULL
927,115,NULL,NULL,NULL,NULL,1931,NULL
928,116,NULL,NULL,NULL,NULL,1932,NULL
929,117,NULL,NULL,NULL,NULL,1934,NULL
930,118,NULL,NULL,NULL,NULL,1935,NULL
931,119,NULL,NULL,NULL,NULL,1936,NULL
932,120,NULL,NULL,NULL,NULL,1937,NULL
933,121,NULL,NULL,NULL,NULL,1939,NULL
934,122,NULL,NULL,NULL,NULL,1940,NULL
935,123,NULL,NULL,NULL,NULL,1941,NULL
936,124,NULL,NULL,NULL,NULL,1942,NULL
937,125,NULL,NULL,NULL,NULL,1944,NULL
938,126,NULL,NULL,NULL,NULL,1945,NULL
939,127,NULL,NULL,NULL,NULL,1946,NULL
940,128,NULL,NULL,NULL,NULL,1947,NULL
941,129,NULL,NULL,NULL,NULL,1949,NULL
942,130,NULL,NULL,NULL,NULL,1950,NULL
943,131,NULL,NULL,NULL,NULL,1951,NULL
944,132,NULL,NULL,NULL,NULL,1952,NULL
945,133,NULL,NULL,NULL,NULL,1954,NULL
946,134,NULL,NULL,NULL,NULL,1955,NULL
947,135,NULL,NULL,NULL,NULL,1956,NULL
948,136,NULL,NULL,NULL,NULL,1957,NULL
949,137,NULL,NULL,NULL,NULL,1959,NULL
950,138,NULL,NULL,NULL,NULL,1960,NULL
951,139,NULL,NULL,NULL,NULL,1961,NULL
952,140,NULL,NULL,NULL,NULL,1963,NULL
953,141,NULL,NULL,NULL,NULL,1965,NULL
954,142,NULL,NULL,NULL,NULL,1966,NULL
955,143,NULL,NULL,NULL,NULL,1967,NULL
956,144,NULL,NULL,NULL,NULL,1968,NULL
957,145,NULL,NULL,NULL,NULL,1970,NULL
958,1,NULL,NULL,NULL,NULL,1971,NULL
959,2,NULL,NULL,NULL,NULL,1985,NULL
960,3,NULL,NULL,NULL,NULL,1997,NULL
961,4,NULL,NULL,NULL,NULL,2009,NULL
962,5,NULL,NULL,NULL,NULL,2021,NULL
963,6,NULL,NULL,NULL,NULL,2033,NULL
964,91,NULL,NULL,NULL,NULL,2045,NULL
965,92,NULL,NULL,NULL,NULL,2049,NULL
966,93,NULL,NULL,NULL,NULL,2051,NULL
967,94,NULL,NULL,NULL,NULL,2052,NULL
968,95,NULL,NULL,NULL,NULL,2053,NULL
969,96,NULL,NULL,NULL,NULL,2054,NULL
970,97,NULL,NULL,NULL,NULL,2056,NULL
971,98,NULL,NULL,NULL,NULL,2057,NULL
972,99,NULL,NULL,NULL,NULL,2059,NULL
973,100,NULL,NULL,NULL,NULL,2060,NULL
974,101,NULL,NULL,NULL,NULL,2061,NULL
975,102,NULL,NULL,NULL,NULL,2062,NULL
976,103,NULL,NULL,NULL,NULL,2064,NULL
977,104,NULL,NULL,NULL,NULL,2065,NULL
978,105,NULL,NULL,NULL,NULL,2066,NULL
979,106,NULL,NULL,NULL,NULL,2067,NULL
980,107,NULL,NULL,NULL,NULL,2069,NULL
981,108,NULL,NULL,NULL,NULL,2070,NULL
982,109,NULL,NULL,NULL,NULL,2071,NULL
983,110,NULL,NULL,NULL,NULL,2072,NULL
984,112,NULL,NULL,NULL,NULL,2074,NULL
985,113,NULL,NULL,NULL,NULL,2075,NULL
986,114,NULL,NULL,NULL,NULL,2076,NULL
987,115,NULL,NULL,NULL,NULL,2077,NULL
988,116,NULL,NULL,NULL,NULL,2079,NULL
989,117,NULL,NULL,NULL,NULL,2080,NULL
990,118,NULL,NULL,NULL,NULL,2081,NULL
991,119,NULL,NULL,NULL,NULL,2082,NULL
992,120,NULL,NULL,NULL,NULL,2084,NULL
993,121,NULL,NULL,NULL,NULL,2085,NULL
994,122,NULL,NULL,NULL,NULL,2086,NULL
995,123,NULL,NULL,NULL,NULL,2087,NULL
996,124,NULL,NULL,NULL,NULL,2089,NULL
997,125,NULL,NULL,NULL,NULL,2090,NULL
998,126,NULL,NULL,NULL,NULL,2091,NULL
999,127,NULL,NULL,NULL,NULL,2092,NULL
1000,7,NULL,NULL,NULL,NULL,2094,NULL
1001,8,NULL,NULL,NULL,NULL,2106,NULL
1002,9,NULL,NULL,NULL,NULL,2118,NULL
1003,10,NULL,NULL,NULL,NULL,2130,NULL
1004,11,NULL,NULL,NULL,NULL,2142,NULL
1005,128,NULL,NULL,NULL,NULL,2153,NULL
1006,129,NULL,NULL,NULL,NULL,2154,NULL
1007,130,NULL,NULL,NULL,NULL,2155,NULL
1008,131,NULL,NULL,NULL,NULL,2156,NULL
1009,132,NULL,NULL,NULL,NULL,2158,NULL
1010,133,NULL,NULL,NULL,NULL,2159,NULL
1011,134,NULL,NULL,NULL,NULL,2160,NULL
1012,135,NULL,NULL,NULL,NULL,2161,NULL
1013,136,NULL,NULL,NULL,NULL,2163,NULL
1014,137,NULL,NULL,NULL,NULL,2164,NULL
1015,138,NULL,NULL,NULL,NULL,2165,NULL
1016,139,NULL,NULL,NULL,NULL,2166,NULL
1017,140,NULL,NULL,NULL,NULL,2168,NULL
1018,141,NULL,NULL,NULL,NULL,2169,NULL
1019,142,NULL,NULL,NULL,NULL,2170,NULL
1020,143,NULL,NULL,NULL,NULL,2171,NULL
1021,144,NULL,NULL,NULL,NULL,2173,NULL
1022,145,NULL,NULL,NULL,NULL,2174,NULL
1023,146,NULL,NULL,NULL,NULL,2175,NULL
1024,147,NULL,NULL,NULL,NULL,2176,NULL
1025,148,NULL,NULL,NULL,NULL,2178,NULL
1026,149,NULL,NULL,NULL,NULL,2179,NULL
1027,150,NULL,NULL,NULL,NULL,2180,NULL
1028,151,NULL,NULL,NULL,NULL,2181,NULL
1029,152,NULL,NULL,NULL,NULL,2183,NULL
1030,153,NULL,NULL,NULL,NULL,2184,NULL
1031,154,NULL,NULL,NULL,NULL,2185,NULL
1032,155,NULL,NULL,NULL,NULL,2186,NULL
1033,156,NULL,NULL,NULL,NULL,2188,NULL
1034,157,NULL,NULL,NULL,NULL,2189,NULL
1035,158,NULL,NULL,NULL,NULL,2190,NULL
1036,159,NULL,NULL,NULL,NULL,2191,NULL
1037,160,NULL,NULL,NULL,NULL,2193,NULL
1038,161,NULL,NULL,NULL,NULL,2194,NULL
1039,162,NULL,NULL,NULL,NULL,2195,NULL
1040,163,NULL,NULL,NULL,NULL,2196,NULL
1041,1,NULL,NULL,NULL,NULL,2198,NULL
1042,2,NULL,NULL,NULL,NULL,2204,NULL
1043,3,NULL,NULL,NULL,NULL,2205,NULL
1044,4,NULL,NULL,NULL,NULL,2206,NULL
1045,5,NULL,NULL,NULL,NULL,2208,NULL
1046,6,NULL,NULL,NULL,NULL,2209,NULL
1047,1,NULL,NULL,NULL,NULL,2211,NULL
